codigo,descripcion
C17,Pregunta C17.21 ¿Está usted ahora recibiendo tratamiento para el cáncer?
C18,Pregunta C18.1.21 ¿Como en qué año o a qué edad le diagnosticaron su cáncer (más reciente)? - AÑO
C18,Pregunta C18.2.21 ¿Como en qué año o a qué edad le diagnosticaron su cáncer (más reciente)? - EDAD
C19,"Pregunta C19.21 ¿Alguna vez le ha dicho un doctor o personal médico que usted tiene alguna enfermedad respiratoria, tal como asma o enfisema?"
C20A,Pregunta C20A.21 ¿Está usted tomando ahora medicina u otro tratamiento para su enfermedad respiratoria?
C20B,Pregunta C20B.21 ¿Está recibiendo oxígeno para su enfermedad pulmonar?
C21,Pregunta C21.21 ¿Esta condición le limita sus actividades normales tales como las labores del hogar o su trabajo?
C21A,"Pregunta C21A.21 De marzo de 2020 a la fecha, ¿le ha dicho un doctor o personal médico que usted tuvo o tiene COVID-19?"
C21B,"Pregunta C21B.21 ¿Esta enfermedad le limita actualmente sus actividades normales, tales como las labores del hogar o su trabajo?"
C22A,Pregunta C22A.21 ¿Alguna vez le ha dicho un doctor o personal médico que usted ha tenido un ataque/infarto al corazón?
C22B1,Pregunta C22B1.21 ¿Cómo en qué año o a qué edad tuvo su ataque/infarto al corazón (más reciente)? - AÑO
C22B2,Pregunta C22B2.21 ¿Cómo en qué año o a qué edad tuvo su ataque/infarto al corazón (más reciente)? - EDAD
C23,Pregunta C23.21 ¿Está usted tomando ahora medicinas para su enfermedad del corazón?
C25A,"Pregunta C25A.21 ¿Este problema del corazón le limita sus actividades normales, tales como las labores del hogar o su trabajo?"
C25B,"Pregunta C25B.21 ¿Alguna vez le ha dicho un doctor o personal médico que usted ha tenido: falla cardíaca/insuficiencia cardíaca/falla congestiva del corazón, arritmia, o angina?"
C26,"Pregunta C26.21 ¿Alguna vez le ha dicho un doctor o personal médico que usted ha tenido una embolia cerebral, derrame cerebral o isquemia cerebral transitoria?"
C27,"Pregunta C27.1.21 Debido a la embolia, ¿tiene usted debilidad en los brazos y/o las piernas o ha disminuido su capacidad de moverlas o usarlas?"
C27,"Pregunta C27.2.21 Debido a la embolia, ¿tiene usted dificultad en hablar o en comer?"
C27,"Pregunta C27.3.21 Debido a la embolia, ¿tiene usted dificultad con la vista o visión?"
C27,"Pregunta C27.4.21 Debido a la embolia, ¿tiene usted dificultad en pensar o en decir lo que quiere?"
C28,Pregunta C28.21 ¿Está usted tomando ahora medicinas debido a la embolia cerebral o por complicaciones de esta?
C29,Pregunta C29.21 ¿Está usted recibiendo terapia o rehabilitación a causa de la embolia o las complicaciones que resultaron de esta?
C30,Pregunta C30.1.21 ¿Como en qué año o a qué edad tuvo su embolia (más reciente)? - AÑO
C30,Pregunta C30.2.21 ¿Como en qué año o a qué edad tuvo su embolia (más reciente)? - EDAD
C31,Pregunta C31.21 ¿Esta embolia le ha limitado sus actividades normales tales como las labores del hogar o su trabajo?
C32,Pregunta C32.21 ¿Alguna vez le ha dicho un doctor o personal médico que usted tiene artritis o reumatismo?
C33,"Pregunta C33.21 ¿Siente dolor, rigidez o hinchazón de las articulaciones o coyunturas?"
C34,Pregunta C34.21 ¿Está tomando medicinas o está recibiendo otro tratamiento para su artritis o reumatismo?
C35,"Pregunta C35.21 ¿Están limitadas a veces sus actividades normales, tales como las labores del hogar o su trabajo por la artritis o reumatismo?"
C36,"Pregunta C36.1.21 En los últimos dos años, ¿le ha dicho un doctor o personal médico que usted tenía infección del hígado?"
C36,"Pregunta C36.2.21 En los últimos dos años, ¿le ha dicho un doctor o personal médico que usted tenía infección del riñón?"
C36,"Pregunta C36.3.21 En los últimos dos años, ¿le ha dicho un doctor o personal médico que usted tenía tuberculosis?"
C36,"Pregunta C36.4.21 En los últimos dos años, ¿le ha dicho un doctor o personal médico que usted tenía neumonía?"
C36,"Pregunta C36.5.21 En los últimos dos años, ¿le ha dicho un doctor o personal médico que usted tenía herpes o herpes zóster?"
C37,Pregunta C37.21 ¿Se ha caído en los últimos dos años?
C38,Pregunta C38.21 ¿Como cuántas veces ha ocurrido esto?
C39,Pregunta C39.21 ¿Se lastimó en esa(s) caída(s) de tal manera que necesitó tratamiento médico?
C40B,"Pregunta C40B.21 En los últimos dos años, ¿se ha fracturado algún hueso?"
C41,Pregunta C41.21 ¿Normalmente usa usted lentes?
C42,Pregunta C42.21 ¿Cómo es su visión (con lentes)? ¿es...?
C43,Pregunta C43.21 ¿Normalmente usa usted audífono o aparato auditivo?
C44,Pregunta C44.21 ¿Cómo es su alcance de oído/audición (con aparato si normalmente lo usa)...?
C45,Pregunta C45.21 ¿Sufre de dolor físico a menudo?
C46,Pregunta C46.21 ¿Cómo es el dolor físico la mayor parte del tiempo...?
C47,"Pregunta C47.21 ¿Este dolor le limita sus actividades normales, como las labores del hogar o el trabajo?"
C48A,"Pregunta C48A.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Colonoscopia, sigmoidoscopia u otra prueba para la detección del cáncer de colon"
C48B,"Pregunta C48B.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Análisis de sangre para el colesterol"
C48C,"Pregunta C48C.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Prueba para la tuberculosis"
C48D,"Pregunta C48D.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Prueba para la diabetes"
C48E,"Pregunta C48E.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Prueba para la hipertensión o presión alta"
C48F,"Pregunta C48F.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Vacuna contra la influenza"
C48G,"Pregunta C48G.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Vacuna contra la neumonía"
C48G,"Pregunta C48G.1.21 En los últimos dos años, ¿ha tenido alguna de las siguientes pruebas o procedimientos médicos? - Vacuna contra COVID-19"
C48H,"Pregunta C48H.21 En los últimos dos años, ¿Se examina los senos cada mes para detectar nudos o bultos?"
C48I,"Pregunta C48I.21 En los últimos dos años, ¿Le han hecho una mamografía o una radiografía de los senos para detectar cáncer?"
C48J,"Pregunta C48J.21 En los últimos dos años, ¿Le han hecho una prueba Papanicolaou para cáncer de la matriz?"
C48K,"Pregunta C48K.21 ¿Qué edad tenía usted cuando terminó de pasar por su menopausia, es decir, su última menstruación o regla?"
C48K1,Pregunta C48K1.21 ¿Tenía usted...?
C48L,"Pregunta C48L.21 ¿Le han hecho una histerectomía, es decir una cirugía para quitarle la matriz (útero) y ovarios, o la matriz (útero) solamente?"
C48M,"Pregunta C48M.21 En los dos últimos años, ¿le han hecho una prueba de tacto rectal o prueba de sangre para cáncer de próstata?"
C49,"Pregunta C49.1.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo se ha sentido deprimido?"
C49,"Pregunta C49.2.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo ha sentido que todo lo que hacía era un esfuerzo?"
C49,"Pregunta C49.3.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo ha sentido que su sueño era intranquilo?"
C49,"Pregunta C49.4.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo se ha sentido feliz?"
C49,"Pregunta C49.5.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo se ha sentido solo?"
C49,"Pregunta C49.6.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo ha sentido que disfrutaba de la vida?"
C49,"Pregunta C49.7.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo se ha sentido triste?"
C49,"Pregunta C49.8.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo se ha sentido cansado?"
C49,"Pregunta C49.9.21 Estas preguntas se refieren a cómo se ha sentido usted durante la semana pasada. Para cada pregunta, por favor dígame, ¿la mayor parte del tiempo ha sentido que tenía mucha energía?"
C50A,"Pregunta C50A.21 En los últimos dos años, ¿Alguna vez se sintió usted triste, bajo(a) de ánimos, o deprimido(a) por dos o más semanas seguidas?"
C50B,"Pregunta C50B.21 En promedio durante los últimos dos años, ¿ha hecho ejercicio o trabajo físico pesado tres veces por semana o más?"
C51,Pregunta C51.21 ¿Alguna vez ha fumado cigarros?
C52,Pregunta C52.1.21 ¿Cuántos años tenía cuando comenzó a fumar? - Años de edad
C52,Pregunta C52.2.21 ¿Cuántos años tenía cuando comenzó a fumar? - Año que comenzó a fumar
C52,Pregunta C52.3.21 ¿Cuántos años tenía cuando comenzó a fumar? - Comenzó a fumar hace años
C53,Pregunta C53.21 ¿Fumó usted cigarros en los últimos dos años?
C54,Pregunta C54.21 ¿Fuma cigarros actualmente?
C55,Pregunta C55.21 ¿Qué tan a menudo fuma usted?
C56,Pregunta C56.21 ¿Cuántos cigarros fuma usted normalmente al día?
C57,"Pregunta C57.21 Cuando más fumaba usted, ¿cuántos cigarros se fumaba en un día?"
C58,Pregunta C58.1.21 ¿Hace cuántos años dejó de fumar? - Hace años
C58,Pregunta C58.2.21 ¿Hace cuántos años dejó de fumar? - Año que dejó de fumar
C58,Pregunta C58.3.21 ¿Hace cuántos años dejó de fumar? - Edad en que dejó de fumar
C59A,"Pregunta C59A.21 ¿Actualmente toma bebidas alcohólicas como cerveza, vino, licor o pulque?"
C59B,"Pregunta C59B.21 En los últimos tres meses, ¿como cuántos días por semana ha tomado alguna bebida alcohólica?"
C59C,"Pregunta C59C.21 De los días en que tomó bebidas alcohólicas en los últimos tres meses, ¿como cuántas bebidas tomó por día?"
C59D,"Pregunta C59D.21 En los últimos tres meses, ¿cuántos días tomó cuatro o más bebidas en una ocasión?"
C59E,"Pregunta C59E.21 Durante los últimos dos años ¿ha tomado usted bebidas alcohólicas como cerveza, vino, licor o pulque?"
C64,"Pregunta C64.21 ¿Comparado con hace dos años, usted...?"
C65,"Pregunta C65.21 En los últimos dos años, ¿ha cambiado su alimentación o sus hábitos de ejercicio para subir o bajar de peso?"
C66,Pregunta C66.21 ¿Como cuántos kilos pesa usted ahora?
C67,Pregunta C67.1.21 ¿Como cuánto mide usted sin zapatos? - Metros
C67,Pregunta C67.2.21 ¿Como cuánto mide usted sin zapatos? - Centímetros
C68A,"Pregunta C68A.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Hinchazón frecuente en los pies o en los tobillos"
C68B,"Pregunta C68B.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Dificultad en respirar, jadeo o tos, o producción de flema"
C68C,"Pregunta C68C.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Mareos o desmayos"
C68D,"Pregunta C68D.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? -  Sed intensa"
C68E,"Pregunta C68E.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Fatiga severa o agotamiento serio"
C68F,"Pregunta C68F.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Dolor de estómago, indigestión, diarrea"
C68G,"Pregunta C68G.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? -  Pérdida involuntaria de orina, al hacer cosas como toser, estornudar, recoger cosas o hacer ejercicio"
C68H,"Pregunta C68H.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Pérdida involuntaria de orina, cuando tenía urgencia de orinar pero no pudo llegar al baño a tiempo"
C68I,"Pregunta C68I.21 Durante los últimos dos años, ¿ha tenido alguno de los siguientes problemas o molestias frecuentemente? - Ardor o quemazón al orinar"
C69A,"Pregunta C69A.21 ¿Cómo evaluaría la fuerza de su mano (la que utiliza más)?, ¿diría que es...?"
C69B,"Pregunta C69B.21 ¿Qué tan seguido tiene usted dificultad en mantener su equilibrio/balance?, ¿diría que...?"
C70,"Pregunta C70.21 En los últimos dos años, ¿ha comido menos por falta de apetito, problemas digestivos, dificultades para masticar o tragar?"
C70A,"Pregunta C70A.21 En los últimos dos años, ¿ha tenido dificultades para comer por problemas con sus dientes o su dentadura postiza?"
C71A,Pregunta C71A.21 ¿Le falta alguna extremidad o parte de sus piernas o brazos debido a un accidente o enfermedad?
C71B,Pregunta C71B.21 ¿Ocurrió esta pérdida en los últimos dos años?
C72,Pregunta C72.21 ¿Alguna vez le ha dicho un doctor o personal médico que sufre de algún problema de salud causado por su actividad laboral?
C73,"Pregunta C73.21 Debido a enfermedad o heridas, durante los últimos 12 meses, ¿como cuántos días se tuvo que quedar en cama por más de medio día?"
C74A,"Pregunta C74A.21 En los últimos 12 meses, ¿con qué frecuencia tiene dificultad para quedarse dormido(a)?, ¿diría que...?"
C74B,"Pregunta C74B.21 En los últimos 12 meses, ¿con qué frecuencia se despierta durante la noche después de que se quedó dormido?, ¿diría que...?"
C74C,"Pregunta C74C.21 En los últimos 12 meses, ¿con qué frecuencia se despierta temprano y no puede dormirse nuevamente?, ¿diría que...?"
C74D,"Pregunta C74D.21 En los últimos 12 meses, ¿con qué frecuencia se siente descansado(a) cuando se despierta en las mañanas?, ¿diría que...?"
C75,"Pregunta C75.21 En los últimos 12 meses, ¿usted cree que ha tenido...?"
C76,"Pregunta C76.21 En los últimos 12 meses, ¿cuánto efecto cree usted que el estrés ha tenido sobre su salud?"
C77,"Pregunta C77.21 Con relación a la pandemia de COVID-19, de marzo de 2020 a la fecha, ¿cuánto estrés ha sentido usted?, ¿diría que…?"
D1,Pregunta D1.1.21 ¿Usted tiene derecho a servicio médico en Seguro Social (IMSS)?
D1D,"Pregunta D1D.1.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.1.21 ¿Recibe esos servicios o prestaciones porque es...?
D1,Pregunta D1.2.21 ¿Usted tiene derecho a servicio médico en ISSSTE / ISSSTE Estatal?
D1D,"Pregunta D1D.2.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.2.21 ¿Recibe esos servicios o prestaciones porque es...?
D1,"Pregunta D1.3.21 ¿Usted tiene derecho a servicio médico en INSABI (Instituto Nacional de Salud para el Bienestar, antes Seguro Popular)?"
D1D,"Pregunta D1D.3.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.3.21 ¿Recibe esos servicios o prestaciones porque es...?
D1,"Pregunta D1.4.21 ¿Usted tiene derecho a servicio médico en PEMEX, Defensa o Marina?"
D1D,"Pregunta D1D.4.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.4.21 ¿Recibe esos servicios o prestaciones porque es...?
D1,Pregunta D1.5.21 ¿Usted tiene derecho a servicio médico en Seguro Médico Privado?
D1D,"Pregunta D1D.5.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.5.21 ¿Recibe esos servicios o prestaciones porque es...?
D1,Pregunta D1.6.21 ¿Usted tiene derecho a servicio médico en Otro?
D1D,"Pregunta D1D.6.21 Aproximadamente, ¿desde cuándo tiene derecho a este servicio?"
D2,Pregunta D2.6.21 ¿Recibe esos servicios o prestaciones porque es...?
D3A,"Pregunta D3A.21 ¿Entonces, no tiene derecho a servicio médico en ninguna institución?"
D3B,"Pregunta D3B.21 Desde la última vez que hablamos con usted, ¿tuvo una cirugía mayor (Ha tenido usted una cirugía mayor en los últimos tres o cuatro años)?"
D3C,Pregunta D3C.01.21 Especifique el año (los años) - 2018
D3C,Pregunta D3C.02.21 Especifique el año (los años) - 2019
D3C,Pregunta D3C.03.21 Especifique el año (los años) - 2020
D3C,Pregunta D3C.04.21 Especifique el año (los años) - 2021
D4,"Pregunta D4.21 Incluyendo todas las veces en el último año, ¿como cuántas noches ha estado internado en un hospital?"
D5,Pregunta D5.01.21 ¿En qué tipo de hospitales se atendió? - En el IMSS
D5,Pregunta D5.02.21 ¿En qué tipo de hospitales se atendió? - En el ISSSTE/ISSSTE Estatal
D5,Pregunta D5.03.21 ¿En qué tipo de hospitales se atendió? - Secretaría de Salud o Servicios Estatales de Salud
D5,Pregunta D5.04.21 ¿En qué tipo de hospitales se atendió? - IMSS-BIENESTAR (antes IMSS PROSPERA)
D5,"Pregunta D5.05.21 ¿En qué tipo de hospitales se atendió? - PEMEX, Defensa o Marina"
D5,Pregunta D5.06.21 ¿En qué tipo de hospitales se atendió? - En clínica u hospital privado
D5,"Pregunta D5.07.21 ¿En qué tipo de hospitales se atendió? - En Cruz Roja, Cruz Verde"
D5,Pregunta D5.08.21 ¿En qué tipo de hospitales se atendió? - OTRO
D5,Pregunta D5.88.21 ¿En qué tipo de hospitales se atendió? - NO RESPONDE
D5,Pregunta D5.99.21 ¿En qué tipo de hospitales se atendió? - NO SABE
D6,"Pregunta D6.21 Incluyendo todas las veces, ¿como cuánto pagó por estas hospitalizaciones?"
D7A,"Pregunta D7A.21 ¿Diría usted que son más de $7,500 pesos?"
D7B,"Pregunta D7B.21 ¿Diría usted que son más de $4,000 pesos?"
D7C,"Pregunta D7C.21 ¿Diría usted que son más de $30,000 pesos?"
D8,"Pregunta D8.1.21 En el último año, ¿como cuántas veces ha consultado usted a un dentista?"
D9,"Pregunta D9.1.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?"
D10A1,"Pregunta D10A1.21 ¿Diría usted que son más de $2,000 pesos?"
D10B1,Pregunta D10B1.21 ¿Diría usted que son más de $400 pesos?
D10C1,"Pregunta D10C1.21 ¿Diría usted que son más de $15,000 pesos?"
D10D01,Pregunta D10D01.1.21 ¿A dónde acudió? - IMSS
D10D02,Pregunta D10D02.1.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal
D10D03,Pregunta D10D03.1.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud
D10D04,Pregunta D10D04.1.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA)
D10D05,"Pregunta D10D05.1.21 ¿A dónde acudió? - PEMEX, Defensa o Marina"
D10D06,Pregunta D10D06.1.21 ¿A dónde acudió? - Clínica u hospital privado
D10D07,Pregunta D10D07.1.21 ¿A dónde acudió? - Cruz Roja
D10D08,Pregunta D10D08.1.21 ¿A dónde acudió? - Consultorio en farmacia
D10D09,Pregunta D10D09.1.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero
D10D10,Pregunta D10D10.1.21 ¿A dónde acudió? - OTRO
D10D88,Pregunta D10D88.1.21 ¿A dónde acudió? - NO RESPONDE
D10D99,Pregunta D10D99.1.21 ¿A dónde acudió? - NO SABE
D8,"Pregunta D8.2.21 En el último año, ¿como cuántas veces le tuvieron que hacer procedimientos quirúrgicos sin internarse en el hospital?"
D9,"Pregunta D9.2.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?"
D10A2,"Pregunta D10A2.21 ¿Diría usted que son más de $2,000 pesos?"
D10B2,Pregunta D10B2.21 ¿Diría usted que son más de $400 pesos?
D10C2,"Pregunta D10C2.21 ¿Diría usted que son más de $15,000 pesos?"
D10D01,Pregunta D10D01.2.21 ¿A dónde acudió? - IMSS
D10D02,Pregunta D10D02.2.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal
D10D03,Pregunta D10D03.2.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud
D10D04,Pregunta D10D04.2.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA)
D10D05,"Pregunta D10D05.2.21 ¿A dónde acudió? - PEMEX, Defensa o Marina"
D10D06,Pregunta D10D06.2.21 ¿A dónde acudió? - Clínica u hospital privado
D10D07,Pregunta D10D07.2.21 ¿A dónde acudió? - Cruz Roja
D10D08,Pregunta D10D08.2.21 ¿A dónde acudió? - Consultorio en farmacia
D10D09,Pregunta D10D09.2.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero
D10D10,Pregunta D10D10.2.21 ¿A dónde acudió? - OTRO
D10D88,Pregunta D10D88.2.21 ¿A dónde acudió? - NO RESPONDE
D10D99,Pregunta D10D99.2.21 ¿A dónde acudió? - NO SABE
D8,"Pregunta D8.3.21 En el último año, ¿como cuántas veces ha visitado o consultado con un doctor o personal médico?"
D9,"Pregunta D9.3.21 Incluyendo todas las veces, ¿como cuánto se pagó por esto en efectivo o se pagó en especie?"
D10A3,"Pregunta D10A3.21 ¿Diría usted que son más de $2,000 pesos?"
D10B3,Pregunta D10B3.21 ¿Diría usted que son más de $400 pesos?
D10C3,"Pregunta D10C3.21 ¿Diría usted que son más de $15,000 pesos?"
D10D01,Pregunta D10D01.3.21 ¿A dónde acudió? - IMSS
D10D02,Pregunta D10D02.3.21 ¿A dónde acudió? - ISSSTE / ISSSTE Estatal
D10D03,Pregunta D10D03.3.21 ¿A dónde acudió? - Secretaría de Salud o Servicios Estatales de Salud
D10D04,Pregunta D10D04.3.21 ¿A dónde acudió? - IMSS-BIENESTAR (antes IMSS PROSPERA)
D10D05,"Pregunta D10D05.3.21 ¿A dónde acudió? - PEMEX, Defensa o Marina"
D10D06,Pregunta D10D06.3.21 ¿A dónde acudió? - Clínica u hospital privado
D10D07,Pregunta D10D07.3.21 ¿A dónde acudió? - Cruz Roja
D10D08,Pregunta D10D08.3.21 ¿A dónde acudió? - Consultorio en farmacia
D10D09,Pregunta D10D09.3.21 ¿A dónde acudió? - Quiropráctico / Homeópata / Curandero
D10D10,Pregunta D10D10.3.21 ¿A dónde acudió? - OTRO
D10D88,Pregunta D10D88.3.21 ¿A dónde acudió? - NO RESPONDE
D10D99,Pregunta D10D99.3.21 ¿A dónde acudió? - NO SABE
D11,"Pregunta D11.21 En el último año, ¿consultó con un dependiente de farmacia o botica acerca de su salud?"
D12A,"Pregunta D12A.21 Piense en el último año, en un mes normal, ¿cuánto se pagó por los medicamentos que usted toma?"
D12B,Pregunta D12B.A.21 ¿Diría usted que son más de $400 pesos?
D12B,Pregunta D12B.B.21 ¿Diría usted que son más de $200 pesos?
D12B,"Pregunta D12B.C.21 ¿Diría usted que son más de $2,000 pesos?"
D12C,"Pregunta D12C.21 En el último año, ¿dejó de tomar alguna medicina necesaria debido a su costo?"
D12D,Pregunta D12D.21 De marzo de 2020 a la fecha ¿usted visitó o consultó con un doctor o personal médico debido al COVID-19?
D12E,Pregunta D12E.21 ¿Estuvo usted hospitalizado(a) debido al COVID-19?
D12F,Pregunta D12F.21 ¿Cuántos días estuvo hospitalizado(a)?
D13,"Pregunta D13.21 En el último año, ¿quién pagó principalmente por los gastos médicos que tuvo que hacer?"
D15,"Pregunta D15.21 En los últimos dos años, ¿pensó alguna vez que tenía un problema serio de salud pero no fue al doctor?"
D16A,Pregunta D16A.21 ¿A qué se debió que no haya ido al médico? - Creyó que no le ayudaría a mejorarse
D16B,Pregunta D16B.21 ¿A qué se debió que no haya ido al médico? - Creyó que se tardaría mucho en llegar
D16C,Pregunta D16C.21 ¿A qué se debió que no haya ido al médico? - No tenía dinero
D16D,Pregunta D16D.21 ¿A qué se debió que no haya ido al médico? - No quiso molestar a alguien para que lo llevara
D16E,Pregunta D16E.21 ¿A qué se debió que no haya ido al médico? - Le dio miedo saber lo que el doctor iba a encontrarle
D16F,Pregunta D16F.21 ¿A qué se debió que no haya ido al médico? - No pudo conseguir una cita
D16G,Pregunta D16G.21 ¿A qué se debió que no haya ido al médico? - Consideró que su problema o malestar podía esperar
D16H,Pregunta D16H.21 ¿A qué se debió que no haya ido al médico? - Tenía miedo de contagiarse al asistir
D17,Pregunta D17.01.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - IMSS
D17,Pregunta D17.02.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - ISSSTE / ISSSTE Estatal
D17,Pregunta D17.03.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Secretaría de Salud o Servicios Estatales de Salud
D17,Pregunta D17.04.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - IMSS-BIENESTAR (antes IMSS PROSPERA)
D17,"Pregunta D17.05.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - PEMEX, Defensa o Marina"
D17,Pregunta D17.06.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Clínica u hospital privado
D17,Pregunta D17.07.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Cruz Roja
D17,Pregunta D17.08.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Farmacia
D17,Pregunta D17.09.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Consultorio en farmacia
D17,Pregunta D17.10.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - Quiropráctico / Homeópata / Curandero /Huesero / Curandero / Hierbero
D17,Pregunta D17.11.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NINGUNO
D17,Pregunta D17.12.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - SE AUTOMEDICA
D17,Pregunta D17.13.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - OTROS
D17,Pregunta D17.88.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NO RESPONDE
D17,Pregunta D17.99.21 ¿A quién o a dónde acudiría si usted tuviera un problema menor de salud (como resfriado)? - NO SABE
D18,Pregunta D18.01.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) IMSS?
D18,Pregunta D18.02.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) ISSSTE / ISSSTE Estatal?
D18,Pregunta D18.03.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Secretaría de Salud o Servicios Estatales de Salud?
D18,Pregunta D18.04.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) IMSS-BIENESTAR (antes IMSS PROSPERA)?
D18,"Pregunta D18.05.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) PEMEX, Defensa o Marina?"
D18,Pregunta D18.06.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Clínica u hospital privado?
D18,Pregunta D18.07.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Cruz Roja?
D18,Pregunta D18.08.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Farmacia?
D18,Pregunta D18.09.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Consultorio en farmacia?
D18,Pregunta D18.10.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) Quiropráctico / Homeópata / Curandero /Huesero / Curandero / Hierbero?
D18,Pregunta D18.11.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NINGUNO?
D18,Pregunta D18.88.21 ¿A quién o a dónde acudiría si usted tuviera un problema serio de salud (como ataque al corazón) NO RESPONDE?
